Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	beauhalexa023714	"general,army officer,soldier,politician,aristocrat,revolutionary"		high-ranking_general	0	0	0	"Alexandre François Marie de Beauharnais, vicomte de Beauharnais"	"Beauharnais, Alexandre François Marie de, vicomte de Beauharnais"	Yes	vicomte		http://en.wikipedia.org/wiki/Alexandre_de_Beauharnais	67307776	http://viaf.org/67307776	upload.wikimedia.org/wikipedia/commons/thumb/2/20/G%C3%A9n%C3%A9ral_ALEXANDRE_FRANCOIS_MARIE_DE_BEAUHARNAIS_%281760-1794%29.jpg/220px-G%C3%A9n%C3%A9ral_ALEXANDRE_FRANCOIS_MARIE_DE_BEAUHARNAIS_%281760-1794%29.jpg	Political economy	"Aristocracy, Military, Elite, Government"									Male	French	3/28/1760	1760	7/23/1794	1794		France		unknown
EE	peltijeang002784	journalist			0	0	0	Jean Gabriel Peltier	"Peltier, Jean Gabriel"					64052869	http://viaf.org/64052869		"Letters_Literary, Political economy"		Cultural								Male	French	1760-00-00	1760	1825-00-00	1825		France		unknown
EE	theodore00024847	dancer			0	0	0	Marie Madeleine de Crespé	"Crespé, Marie Madeleine de"	Yes				49531338	http://viaf.org/49531338				Artist								Female	French	1760-00-00	1760	1796-00-00	1796		France		unknown
EE	gallojeana003853	"politician,revolutionary"			1	3	4	Jean Antoine Gauvin Gallois	"Gallois, Jean Antoine Gauvin"					76382615	http://viaf.org/76382615		Political economy	Government	Legal		Academy of Inscriptions	Yes	Yes				Male	French	1761-00-00	1761	1828-00-00	1828	Aix-en-Provence	France	Paris	France
EE	cherofranc023623	"journalist,royalist"			0	1	1	François Chéron	"Chéron, François"								"Letters_Literary, Political economy"	Government	"Cultural, Legal"								Male	French	1761-00-00	1761	1829-12-00	1829		France		unknown
CNRS-D					0	0	0	Pierre-Claude-François Daunou	"Daunou, Pierre-Claude-François"				http://en.wikipedia.org/wiki/Pierre_Claude_François_Daunou	64115516	http://viaf.org/64115516		"Letters_Literary, Political economy"	Government	Education								Male	French	1761-00-00	1761	1840-00-00	1840	Boulogne-sur-Mer	 France		
EE	remusaugus000134	aristocrat			1	0	1	"Augustin Laurent de Rémusat, comte de Rémusat"	"Rémusat, Augustin Laurent de, comte de Rémusat"	Yes	comte						Political economy	"Aristocracy, Elite, Court, Government"	Legal								Male	French	4/28/1762	1762	5/15/1823	1823		unknown		unknown
EE	bourbsteph024382	"aristocrat,author,shopkeeper"			0	0	0	Stéphanie Louise de Bourbon-Conti	"Bourbon-Conti, Stéphanie Louise de"	Yes							Letters_Literary	Aristocracy	Trade-merchant								Female	French	12/26/1762	1762	3/21/1825	1825	Paris	France	Paris	France
EE	cherilouis023624	"general,army officer,soldier,genealogist,revolutionary"		high-ranking_general	0	0	0	Louis Nicolas Hyacinthe Chérin	"Chérin, Louis Nicolas Hyacinthe"					32092147	http://viaf.org/32092147		"Letters_Antiquarian, Political economy"	Military									Male	French	1762-00-00	1762	6/11/1799	1799		France	Aarau	Switzerland
EE	girarsophi023059	aristocrat			0	0	0	"Sophie Victoire Alexandrine de Girardin, comtesse de Vassy"	"Girardin, Sophie Victoire Alexandrine de, comtesse de Vassy"	Yes	comtesse			32135032	http://viaf.org/32135032		Letters_Literary	"Aristocracy, Elite"									Female	French	1762-00-00	1762	1845-00-00	1845		France		unknown
EE	girarstani024240	"politician,author"			0	1	1	"Stanislas de Girardin, comte de Girardin"	"Girardin, Stanislas de, comte de Girardin"	Yes	comte			54194562	http://viaf.org/54194562		"Letters_Literary, Political economy"	"Military, Government, Aristocracy, Elite"									Male	French	1762-00-00	1762	1827-00-00	1827	Lunéville	France	Paris	France
EE	lakanjosep023933	"politician,revolutionary,educationalist"			0	1	1	Joseph Lakanal	"Lakanal, Joseph"				http://en.wikipedia.org/wiki/Joseph_Lakanal	56688827	http://viaf.org/56688827	upload.wikimedia.org/wikipedia/commons/thumb/3/38/Joseph_Lakanal.jpg/150px-Joseph_Lakanal.jpg	"Political economy, Letters_Religious, Letters"		Education								Male	French	7/14/1762	1762	2/14/1845	1845	Serres	France		unknown
EE	laporjeanj023400	"physician,doctor"			0	1	1	Jean Jacques Laporte	"Laporte, Jean Jacques"										Medical								Male	French	1762-00-00	1762				France		unknown
EE	ternaguill004016	"politician,cloth manufacturer"			1	0	1	Guillaume Louis Ternaux	"Ternaux, Guillaume Louis"					37219366	http://viaf.org/37219366			Government	Trade-merchant								Male	French	10/7/1763	1763	4/2/1833	1833	Sedan	France	Saint-Ouen	France
EE	desorjosep024406	"author,revolutionary"			0	0	0	Joseph Théodore Désorgues	"Désorgues, Joseph Théodore"					27163364	http://viaf.org/27163364		"Letters_Literary, Political economy"										Male	French	1763-00-00	1763	1808-00-00	1808	Aix-en-Provence	France	Paris	France
EE	talmafranc023092	"actor,theatre director"			0	0	0	François Joseph Talma	"Talma, François Joseph"				http://en.wikipedia.org/wiki/François-Joseph_Talma	54253906	http://viaf.org/54253906				"Artist, Cultural"								Male	French	1/15/1763	1763	1826-00-00	1826		France		unknown
EE	allonarman024310	"army officer,soldier,journalist"		officer	0	0	0	comte Armand François d'Allonville	"Allonville, comte Armand François d'"	Yes	comte						Letters_Literary	"Aristocracy, Military, Elite"	Cultural								Male	French	12/16/1764	1764	1832-00-00	1832		France	Metz	France
EE	chenimarie000580	"politician,poet,author,playwright"			0	1	1	Marie Joseph Blaise Chénier	"Chénier, Marie Joseph Blaise"				http://en.wikipedia.org/wiki/Joseph_Chénier	22139971	http://viaf.org/22139971		Letters_Literary	Government	Cultural		French Academy	Yes	Yes				Male	French	8/28/1764	1764	1/10/1811	1811	Istanbul	Turkey		unknown
EE	comtejacqu023079	"army officer,soldier,adventurer"		officer	0	0	0	"Jacques Pierre Alexandre de Tilly, comte de Tilly"	"Tilly, Jacques Pierre Alexandre de, comte de Tilly"	Yes	comte			76425883	http://viaf.org/76425883			"Military, Aristocracy"									Male	French	1764-00-00	1764	1816-00-00	1816		unknown	Brussels	Belgium
EE	plingjeanb023211	"politician,revolutionary,pamphleteer"			0	1	1	Jean Baptiste Louis Césaire Plinguet	"Plinguet, Jean Baptiste Louis Césaire"								"Letters_Literary, Political economy"	Government									Male	French	1764-00-00	1764	1833-00-00	1833		France		unknown
EE	pochopierr023210	"politician,revolutionary,civil servant"			0	0	0	Pierre Pomponne Amédée Pocholle	"Pocholle, Pierre Pomponne Amédée"					4921232	http://viaf.org/4921232		"Political economy, Letters"	Government	Education								Male	French	9/30/1764	1764	6/5/1831	1831	Dieppe	France		unknown
EE	chatea0000005128	"playwright,translator,biographer"			1	0	1	Agricole Hippolyte de Lapierre de Chateauneuf	"Lapierre de Chateauneuf, Agricole Hippolyte de"	Yes				17366793	http://viaf.org/17366793		Letters_Literary		Cultural								Male	French	1765-00-00	1765	1842-00-00	1842		unknown		unknown
EE	staelannel003218	"author,salon hostess"			3	1	4	"Anne Louise Germaine de Staël, Baroness Staël von Holstein"	"Staël, Anne Louise Germaine de, Baroness Staël von Holstein"	Yes	baronne		http://en.wikipedia.org/wiki/Germaine_de_Staël	89204033	http://viaf.org/89204033	http://upload.wikimedia.org/wikipedia/commons/1/11/Madame_de_Sta%C3%ABl.jpg	"Letters_Literary, Letters_Philosophical, Political economy"	"Elite, Aristocracy"			Academy of Rouen			Yes	Yes	"Necker_Clery, Necker_ControleGeneral, Stael"	Female	French	4/22/1766	1766	7/14/1817	1817	Paris	France	Paris	France
EE	izarnjacqu023062	"army officer,soldier,politician,aristocrat,revolutionary"		officer	1	0	1	"Jacques Godefroy Charles Sébastien Xavier Jean Joseph Izarn, marquis de Valady"	"Izarn, Jacques Godefroy Charles Sébastien Xavier Jean Joseph, marquis de Valady"	Yes	marquis						Political economy	"Military, Elite, Government, Aristocracy"									Male	French	9/23/1766	1766	12/5/1793	1793	Aveyron	France	Périgueux	France
EE	arnauantoi024216	playwright			0	1	1	Antoine Vincent Arnault	"Arnault, Antoine Vincent"				http://en.wikipedia.org/wiki/Antoine-Vincent_Arnault	5029448	http://viaf.org/5029448	upload.wikimedia.org/wikipedia/commons/0/07/Antoine-Vincent_Arnault.jpg	Letters_Literary	"Court, Government"	Cultural							Stael_Paris	Male	French	1/1/1766	1766	9/16/1834	1834	Paris	France	Goderville	France
EE	chauvberna003795	"diplomat,politician"	diplomat		0	1	1	Bernard François Chauvelin	"Chauvelin, Bernard François"				"http://en.wikipedia.org/wiki/Bernard-François,_marquis_de_Chauvelin"	917070	http://viaf.org/917070			"Government, Elite"									Male	French	11/29/1766	1766	4/9/1832	1832		France		unknown
EE	sayjeanb00003992	"journalist,political economist"			6	10	16	Jean Baptiste Say	"Say, Jean Baptiste"				http://en.wikipedia.org/wiki/Jean-Baptiste_Say	64011652	http://viaf.org/64011652	upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Jean-baptiste_Say.jpg/200px-Jean-baptiste_Say.jpg	"Letters_Literary, Political economy"		"Cultural, Education"								Male	French	1/5/1767	1767	11/15/1832	1832	Lyons	France	Paris	France
EE	comtealexa023938	"politician,aristocrat"			0	0	0	"Alexandre François Louis de Girardin, comte de Girardin"	"Girardin, Alexandre François Louis de, comte de Girardin"	Yes	comte			66739923	http://viaf.org/66739923		Political economy	"Elite, Government, Aristocracy"									Male	French	8/16/1767	1767	9/5/1848	1848	Paris	France	Avranches	France
EE	garniathan023509	civil servant			0	1	1	Athanase Garnier	"Garnier, Athanase"					200972545	http://viaf.org/200972545		Letters_Literary	Government									Male	French	1767-00-00	1767	1837-00-00	1837	Véron	France		unknown
EE	michajosep024346	"journalist,bibliographer"			0	1	1	Joseph François Michaud	"Michaud, Joseph François"				http://en.wikipedia.org/wiki/Joseph_François_Michaud	59172342	http://viaf.org/59172342		Letters_Literary		Cultural								Male	French	1767-00-00	1767	1839-00-00	1839	Savoie	France		unknown
EE	chatefranc024273	"politician,author"			0	0	0	François René de Chateaubriand	"Chateaubriand, François René de"	Yes			http://en.wikipedia.org/wiki/François-René_de_Chateaubriand	7388218	http://viaf.org/7388218		Letters_Literary	"Military, Government"								"Stael_Paris, Stael_Coppet, Stael_Paris2, Genlis_Arsenal"	Male	French	9/4/1768	1768	4/4/1848	1848	Saint-Malo	France	Paris	France
EE	faveaaugus024219	"politician,royalist"			0	0	0	baron Auguste François Faveau de Frénilly	"Faveau de Frénilly, baron Auguste François"	Yes	baron			32429440	http://viaf.org/32429440		Political economy	Aristocracy									Male	French	1768-00-00	1768	1848-00-00	1848		unknown		unknown
EE	hardyhenri024485	gentlewoman			0	0	0	Henriette L'Hardy	"L'Hardy, Henriette"								Political economy	Aristocracy									Female	French	1768-00-00	1768	1808-00-00	1808		France		unknown
EE	bonapnapol023248	"general,army officer,statesman,soldier,monarch,emperor"	emperor	high-ranking_general	1	1	2	Napoléon Bonaparte	"Bonaparte, Napoléon"				http://en.wikipedia.org/wiki/Napoleon_I	106964661	http://viaf.org/106964661	upload.wikimedia.org/wikipedia/commons/thumb/5/50/Jacques-Louis_David_-_The_Emperor_Napoleon_in_His_Study_at_the_Tuileries_-_Google_Art_Project.jpg/200px-Jacques-Louis_David_-_The_Emperor_Napoleon_in_His_Study_at_the_Tuileries_-_Google_Art_Project.jpg		"Military, Elite, Government"									Male	French	8/15/1769	1769	5/5/1821	1821	Ajaccio	France	Longwood House	Saint Helena
EE	bonnejacqu023681	"army officer,soldier,revolutionary"		officer	0	1	1	Jacques Gabriel Madeleine Bonneau-Duchesne	"Bonneau-Duchesne, Jacques Gabriel Madeleine"								Political economy	Military									Male	French	7/22/1769	1769	10/23/1793	1793		France		unknown
EE	cuviegeorg000794	"scientist,zoologist,palaeontologist"			0	0	0	Baron Georges Léopold Chrétien Frédéric Cuvier	"Cuvier, Baron Georges Léopold Chrétien Frédéric"		baron		http://en.wikipedia.org/wiki/Georges_Cuvier	4981028	http://viaf.org/4981028	upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Georges_Cuvier.png/200px-Georges_Cuvier.png	Sciences_Natural	Aristocracy									Male	French	8/23/1769	1769	5/13/1832	1832	Montbéliard	France	Paris	France
EE	daminlouis024316	"author,travel writer"			0	0	0	Louis Damin	"Damin, Louis"								Letters_Literary										Male	French	1769-00-00	1769				France		unknown
EE	husaugus00023455	"author,dancer"			0	0	0	Auguste Hus	"Hus, Auguste"					107598271	http://viaf.org/107598271		"Letters_Literary, Political economy"		"Cultural, Artist"								Male	French	1769-00-00	1769	1829-00-00	1829	Turin	Italy		unknown
EE	malarjeanf023325	"aristocrat,naval officer"		officer	0	1	1	Jean François Camille de Malarmey de Roussillon	"Malarmey de Roussillon, Jean François Camille de"	Yes								"Military, Aristocracy"	Maritime								Male	French	1769-00-00	1769	1804-00-00	1804		France		unknown
EE	jardin0000002065	civil servant			1	0	1	Charles Marc Antoine Jardin	"Jardin, Charles Marc Antoine"									Government									Male	French	4/28/00	0-04	1794-00-00	1794	Saint-Cloud	France	Paris	France
EE	moussbonav002624	clergyman			158	0	158	Bonaventure Moussinot	"Moussinot, Bonaventure"								Letters_Literary			Clergy							Male	French			1771-00-00	1771		France		unknown
EE	duponsebas001438	lawyer			88	40	128	Sébastien Dupont	"Dupont, Sébastien"									Government	Legal								Male	French						France		unknown
EE	rosecharl0003018	civil servant			66	25	91	Charles Henry Chrétien Rosé	"Rosé, Charles Henry Chrétien"									Government									Male	French						France		unknown
EE	lambemiche002203	"printer,bookseller"			83	5	88	Michel Lambert	"Lambert, Michel"										"Publishing, Trade-merchant"								Male	French						France		unknown
EE	berger0000024069	secretary			64	2	66	— Berger	"Berger, —"									Government	Cultural								Male	French						France		unknown
EE	flachjeanf001573	tax official			29	37	66	Jean Frédéric Flachsland	"Flachsland, Jean Frédéric"									Government									Male	French						France		unknown
EE	jeanmfranc002077	civil servant			36	14	50	François Louis Jeanmaire	"Jeanmaire, François Louis"									Government									Male	French						France		unknown
EE	fyotdclaud001661	judge	judge		43	2	45	Claude Philippe Fyot de La Marche	"Fyot de La Marche, Claude Philippe"	Yes								"Elite, Government"	Legal								Male	French			1750-00-00	1750		France		unknown
EE	lebauantoi002228	"lawyer,academy member"			43	1	44	Antoine Jean Gabriel Le Bault	"Le Bault, Antoine Jean Gabriel"					258360222	http://viaf.org/viaf/258360222/			"Government, Elite"	"Legal, Architecture"		Academy of Inscriptions	Yes		Yes			Male	French						France	Paris	unknown
EE	tabarjeanf003273	postmaster	postmaster		43	1	44	Jean François René Tabareau	"Tabareau, Jean François René"									Government									Male	French						France		unknown
EE	lislejeanb001104	"courtier,army officer,soldier"		officer	36	3	39	Jean Baptiste Nicolas de Lisle	"Lisle, Jean Baptiste Nicolas de"	Yes							Letters_Literary	"Military, Court"									Male	French						France		unknown
EE	latoucharl001063	"diplomat,military officer"	diplomat	officer	27	6	33	Charles Nicolas de La Touche	"La Touche, Charles Nicolas de"	Yes								Government									Male	French						France		unknown
EE	turckjean0001213	"politician,revolutionary"			14	18	32	Jean de Türckheim	"Türckheim, Jean de"	Yes							"Letters_Literary, Political economy"	Government									Male	French						France		unknown
EE	defrefranc001254	postmaster	postmaster		26	2	28	François Louis Defresnay	"Defresnay, François Louis"									Government									Male	French						France		unknown
EE	audrajosep000131	"author,teacher,schoolmaster"			17	9	26	Joseph Audra	"Audra, Joseph"								Letters_Literary		Education								Male	French			1771-00-00	1771		France		unknown
EE	lebaillif0002226	diplomat	diplomat		21	1	22	— Le Baillif	"Le Baillif, —"									Government									Male	French						France		unknown
EE	fyotdjeanp001662	judge	judge		20	1	21	Jean Philippe Fyot de La Marche	"Fyot de La Marche, Jean Philippe"	Yes				7627842	http://viaf.org/7627842			"Elite, Government"	Legal								Male	French			10/10/1772	1772		France		unknown
EE	crameclair000757	printer's wife			12	7	19	Claire Cramer	"Cramer, Claire"										Publishing								Female	French					Languedoc	France		unknown
EE	laneuville000009	aristocrat			19	0	19	"Jean Charlotte de Viart d'Attigneville, comtesse de La Neuville"	"Viart d'Attigneville, Jean Charlotte de, comtesse de La Neuville"	Yes	comtesse							"Elite, Aristocracy"									Female	French			1763-00-00	1763		France		unknown
EE	seguy00000024287	tutor			12	7	19	— Seguy	"Seguy, —"									Court	Education								Male	French						France		unknown
EE	bernamarie023699	unknown			6	11	17	Marie Madeleine Bernardoni	"Bernardoni, Marie Madeleine"																		Female	French			1788-00-00	1788		France		unknown
EE	pajotmarie002733	gentlewoman			17	0	17	Marie Jeanne Pajot de Vaux	"Pajot de Vaux, Marie Jeanne"	Yes								Elite									Female	French						France		unknown
EE	dumescharl004666	aristocrat			9	6	15	"Charlotte Françoise Élisabeth Catherine Du Mesnildot de Vierville, marquise de Barbentane"	"Du Mesnildot de Vierville, Charlotte Françoise Élisabeth Catherine, marquise de Barbentane"	Yes	marquise							"Elite, Aristocracy"									Female	French						France		unknown
EE	lalangeorg002196	civil servant			8	6	14	Georges Lalance	"Lalance, Georges"									Government									Male	French						France		unknown
EE	lorascathe001106	aristocrat			13	1	14	"Catherine Josephte de Pougny de Guillet, baronne de Monthoux"	"Pougny de Guillet, Catherine Josephte de, baronne de Monthoux"	Yes	baronne							"Aristocracy, Elite"									Female	French						France		unknown
EE	bordemarca000357	theatre director			12	0	12	Marc Antoine Jean Baptiste Bordeaux de Belmont	"Bordeaux de Belmont, Marc Antoine Jean Baptiste"	Yes									Cultural								Male	French						France		unknown
EE	deschjosep001290	churchman			5	7	12	"Joseph Nicolas Deschamps de Chaumont, évêque de Genève-Annecy"	"Deschamps de Chaumont, Joseph Nicolas, évêque de Genève-Annecy"	Yes		évêque						Elite		Catholic_High-ranking officials							Male	French			11/2/1763	1763		France		unknown
EE	beaulfranc000231	"army officer,soldier"		officer	7	4	11	François Augustin Toussaint de Beaulieu de Barneville	"Beaulieu de Barneville, François Augustin Toussaint de"	Yes								Military									Male	French						France		unknown
